ID,Constraint type,Instructors,Slots,Courses,Week,Rooms,Group,Days,Departement,Module
12278,Problème de dépendance,PSE MB,CM_w_s18_8h TD_tu_s18_14h15,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Mercredi Mardi,,AMN,
12282,Problème de dépendance,PSE MB,CM_w_s18_8h TD_tu_s18_8h,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Mercredi Mardi,,AMN,
12290,Problème de dépendance,PSE MB,CM_m_s18_8h TD_m_s18_8h,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Lundi,,AMN,
12338,Problème de dépendance,PSE MB,CM_w_s18_17h15 TD_m_s18_8h,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Mercredi Lundi,,AMN,
12343,Problème de dépendance,PSE MB,CM_w_s18_17h15 TD_m_s18_11h,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Mercredi Lundi,,AMN,
12347,Problème de dépendance,PSE MB,CM_w_s18_17h15 TD_w_s18_15h45,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Mercredi,,AMN,
12359,Problème de dépendance,PSE MB,CM_th_s18_9h30 TD_m_s18_8h,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Jeudi Lundi,,AMN,
12368,Problème de dépendance,PSE MB,CM_th_s18_9h30 TD_w_s18_15h45,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Jeudi Mercredi,,AMN,
12394,Problème de dépendance,PSE MB,CM_th_s18_17h15 TD_w_s18_17h15,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Jeudi Mercredi,,AMN,
12405,Problème de dépendance,PSE MB,CM_th_s18_17h15 TD_m_s18_9h30,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Jeudi Lundi,,AMN,
12427,Problème de dépendance,PSE MB,CM_tu_s18_9h30 TD_m_s18_8h,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Mardi Lundi,,AMN,
12443,Problème de dépendance,PSE MB,CM_th_s18_15h45 TD_tu_s18_8h,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Jeudi Mardi,,AMN,
12483,Problème de dépendance,PSE MB,CM_w_s18_15h45 TD_tu_s18_9h30,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Mercredi Mardi,,AMN,
12564,Problème de dépendance,PSE MB,CM_th_s18_8h TD_w_s18_8h,CM-AMN-PSE-CE TD-AMN-MB-3 (44290),18,,CE 3,Jeudi Mercredi,,AMN,
12686,Problème de dépendance,PSE MB,CM_m_s18_11h TD_m_s18_11h,CM-AMN-PSE-CE TD-AMN-MB-3 (44289),18,,CE 3,Lundi,,AMN,
12773,Problème de dépendance,PSE MB,CM_w_s18_15h45 TD_tu_s18_8h,CM-AMN-PSE-CE TD-AMN-MB-3 (44289),18,,CE 3,Mercredi Mardi,,AMN,
12796,Problème de dépendance,PSE MB,CM_w_s18_11h TD_w_s18_9h30,CM-AMN-PSE-CE TD-AMN-MB-3 (44289),18,,CE 3,Mercredi,,AMN,
12831,Problème de dépendance,PSE MB,CM_tu_s18_17h15 TD_m_s18_11h,CM-AMN-PSE-CE TD-AMN-MB-3 (44289),18,,CE 3,Mardi Lundi,,AMN,
12853,Problème de dépendance,PSE MB,CM_m_s18_15h45 TD_m_s18_14h15,CM-AMN-PSE-CE TD-AMN-MB-3 (44289),18,,CE 3,Lundi,,AMN,
15825,Problème de dépendance,MB,TD_th_s18_17h15 TD_m_s18_15h45,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Jeudi Lundi,,AMN,
15830,Problème de dépendance,MB,TD_th_s18_17h15 TD_w_s18_11h,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Jeudi Mercredi,,AMN,
15833,Problème de dépendance,MB,TD_th_s18_17h15 TD_th_s18_11h,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Jeudi,,AMN,
15834,Problème de dépendance,MB,TD_th_s18_17h15 TD_m_s18_9h30,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Jeudi Lundi,,AMN,
15835,Problème de dépendance,MB,TD_th_s18_17h15 TD_w_s18_15h45,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Jeudi Mercredi,,AMN,
15838,Problème de dépendance,MB,TD_th_s18_17h15 TD_w_s18_9h30,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Jeudi Mercredi,,AMN,
15839,Problème de dépendance,MB,TD_th_s18_17h15 TD_m_s18_17h15,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Jeudi Lundi,,AMN,
15891,Problème de dépendance,MB,TD_m_s18_15h45 TD_m_s18_15h45,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Lundi,,AMN,
15893,Problème de dépendance,MB,TD_m_s18_15h45 TD_m_s18_9h30,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Lundi,,AMN,
15896,Problème de dépendance,MB,TD_w_s18_8h TD_w_s18_14h15,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mercredi,,AMN,
15899,Problème de dépendance,MB,TD_w_s18_8h TD_m_s18_8h,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mercredi Lundi,,AMN,
15900,Problème de dépendance,MB,TD_w_s18_8h TD_m_s18_15h45,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mercredi Lundi,,AMN,
15901,Problème de dépendance,MB,TD_w_s18_8h TD_w_s18_8h,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mercredi,,AMN,
15904,Problème de dépendance,MB,TD_w_s18_8h TD_m_s18_11h,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mercredi Lundi,,AMN,
15905,Problème de dépendance,MB,TD_w_s18_8h TD_w_s18_11h,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mercredi,,AMN,
15922,Problème de dépendance,MB,TD_tu_s18_8h TD_tu_s18_15h45,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mardi,,AMN,
15924,Problème de dépendance,MB,TD_tu_s18_8h TD_tu_s18_9h30,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mardi,,AMN,
15928,Problème de dépendance,MB,TD_tu_s18_17h15 TD_m_s18_15h45,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mardi Lundi,,AMN,
15932,Problème de dépendance,MB,TD_tu_s18_17h15 TD_tu_s18_11h,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mardi,,AMN,
15933,Problème de dépendance,MB,TD_tu_s18_17h15 TD_m_s18_9h30,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mardi Lundi,,AMN,
15934,Problème de dépendance,MB,TD_tu_s18_17h15 TD_tu_s18_15h45,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mardi,,AMN,
15940,Problème de dépendance,MB,TD_m_s18_11h TD_m_s18_11h,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Lundi,,AMN,
15941,Problème de dépendance,MB,TD_m_s18_11h TD_m_s18_9h30,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Lundi,,AMN,
15951,Problème de dépendance,MB,TD_w_s18_11h TD_tu_s18_17h15,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mercredi Mardi,,AMN,
15953,Problème de dépendance,MB,TD_w_s18_11h TD_w_s18_11h,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mercredi,,AMN,
15956,Problème de dépendance,MB,TD_w_s18_11h TD_w_s18_15h45,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mercredi,,AMN,
15960,Problème de dépendance,MB,TD_w_s18_11h TD_tu_s18_9h30,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mercredi Mardi,,AMN,
15961,Problème de dépendance,MB,TD_tu_s18_11h TD_m_s18_14h15,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mardi Lundi,,AMN,
15964,Problème de dépendance,MB,TD_tu_s18_11h TD_m_s18_15h45,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mardi Lundi,,AMN,
15965,Problème de dépendance,MB,TD_tu_s18_11h TD_tu_s18_8h,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mardi,,AMN,
15971,Problème de dépendance,MB,TD_tu_s18_11h TD_m_s18_17h15,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Mardi Lundi,,AMN,
15974,Problème de dépendance,MB,TD_th_s18_14h15 TD_m_s18_14h15,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Jeudi Lundi,,AMN,
15977,Problème de dépendance,MB,TD_th_s18_14h15 TD_th_s18_17h15,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Jeudi,,AMN,
15979,Problème de dépendance,MB,TD_th_s18_14h15 TD_w_s18_17h15,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Jeudi Mercredi,,AMN,
15982,Problème de dépendance,MB,TD_th_s18_14h15 TD_w_s18_8h,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Jeudi Mercredi,,AMN,
15983,Problème de dépendance,MB,TD_th_s18_14h15 TD_tu_s18_8h,TD-AMN-MB-3 TD-AMN-MB-3,18,,3,Jeudi Mardi,,AMN,
23272,Le cours doit avoir un professeur,PSE,CM_th_s18_14h15,CM-AMN-PSE-CE,18,,CE,Jeudi,,AMN,
23284,Le cours doit avoir un professeur,PSE,CM_w_s18_15h45,CM-AMN-PSE-CE,18,,CE,Mercredi,,AMN,
23288,Le cours doit avoir un professeur,PSE,CM_tu_s18_17h15,CM-AMN-PSE-CE,18,,CE,Mardi,,AMN,
23289,Le cours doit avoir un professeur,PSE,CM_tu_s18_11h,CM-AMN-PSE-CE,18,,CE,Mardi,,AMN,
23437,Le cours doit avoir un professeur,MB,TD_th_s18_9h30,TD-AMN-MB-3,18,,3,Jeudi,,AMN,
23438,Le cours doit avoir un professeur,MB,TD_m_s18_14h15,TD-AMN-MB-3,18,,3,Lundi,,AMN,
23439,Le cours doit avoir un professeur,MB,TD_w_s18_14h15,TD-AMN-MB-3,18,,3,Mercredi,,AMN,
23440,Le cours doit avoir un professeur,MB,TD_tu_s18_14h15,TD-AMN-MB-3,18,,3,Mardi,,AMN,
23441,Le cours doit avoir un professeur,MB,TD_th_s18_17h15,TD-AMN-MB-3,18,,3,Jeudi,,AMN,
23443,Le cours doit avoir un professeur,MB,TD_w_s18_17h15,TD-AMN-MB-3,18,,3,Mercredi,,AMN,
23444,Le cours doit avoir un professeur,MB,TD_m_s18_8h,TD-AMN-MB-3,18,,3,Lundi,,AMN,
23445,Le cours doit avoir un professeur,MB,TD_m_s18_15h45,TD-AMN-MB-3,18,,3,Lundi,,AMN,
23447,Le cours doit avoir un professeur,MB,TD_tu_s18_8h,TD-AMN-MB-3,18,,3,Mardi,,AMN,
23449,Le cours doit avoir un professeur,MB,TD_m_s18_11h,TD-AMN-MB-3,18,,3,Lundi,,AMN,
23451,Le cours doit avoir un professeur,MB,TD_tu_s18_11h,TD-AMN-MB-3,18,,3,Mardi,,AMN,
23452,Le cours doit avoir un professeur,MB,TD_th_s18_14h15,TD-AMN-MB-3,18,,3,Jeudi,,AMN,
23453,Le cours doit avoir un professeur,MB,TD_th_s18_11h,TD-AMN-MB-3,18,,3,Jeudi,,AMN,
23454,Le cours doit avoir un professeur,MB,TD_m_s18_9h30,TD-AMN-MB-3,18,,3,Lundi,,AMN,
23455,Le cours doit avoir un professeur,MB,TD_w_s18_15h45,TD-AMN-MB-3,18,,3,Mercredi,,AMN,
23456,Le cours doit avoir un professeur,MB,TD_tu_s18_15h45,TD-AMN-MB-3,18,,3,Mardi,,AMN,
23457,Le cours doit avoir un professeur,MB,TD_th_s18_8h,TD-AMN-MB-3,18,,3,Jeudi,,AMN,
23458,Le cours doit avoir un professeur,MB,TD_w_s18_9h30,TD-AMN-MB-3,18,,3,Mercredi,,AMN,
23459,Le cours doit avoir un professeur,MB,TD_m_s18_17h15,TD-AMN-MB-3,18,,3,Lundi,,AMN,
23460,Le cours doit avoir un professeur,MB,TD_tu_s18_9h30,TD-AMN-MB-3,18,,3,Mardi,,AMN,
23461,Le cours doit avoir un professeur,MB,TD_th_s18_9h30,TD-AMN-MB-3,18,,3,Jeudi,,AMN,
23462,Le cours doit avoir un professeur,MB,TD_m_s18_14h15,TD-AMN-MB-3,18,,3,Lundi,,AMN,
23463,Le cours doit avoir un professeur,MB,TD_w_s18_14h15,TD-AMN-MB-3,18,,3,Mercredi,,AMN,
23465,Le cours doit avoir un professeur,MB,TD_th_s18_17h15,TD-AMN-MB-3,18,,3,Jeudi,,AMN,
23467,Le cours doit avoir un professeur,MB,TD_w_s18_17h15,TD-AMN-MB-3,18,,3,Mercredi,,AMN,
23468,Le cours doit avoir un professeur,MB,TD_m_s18_8h,TD-AMN-MB-3,18,,3,Lundi,,AMN,
23469,Le cours doit avoir un professeur,MB,TD_m_s18_15h45,TD-AMN-MB-3,18,,3,Lundi,,AMN,
23471,Le cours doit avoir un professeur,MB,TD_tu_s18_8h,TD-AMN-MB-3,18,,3,Mardi,,AMN,
23472,Le cours doit avoir un professeur,MB,TD_tu_s18_17h15,TD-AMN-MB-3,18,,3,Mardi,,AMN,
23473,Le cours doit avoir un professeur,MB,TD_m_s18_11h,TD-AMN-MB-3,18,,3,Lundi,,AMN,
23475,Le cours doit avoir un professeur,MB,TD_tu_s18_11h,TD-AMN-MB-3,18,,3,Mardi,,AMN,
23477,Le cours doit avoir un professeur,MB,TD_th_s18_11h,TD-AMN-MB-3,18,,3,Jeudi,,AMN,
23478,Le cours doit avoir un professeur,MB,TD_m_s18_9h30,TD-AMN-MB-3,18,,3,Lundi,,AMN,
23479,Le cours doit avoir un professeur,MB,TD_w_s18_15h45,TD-AMN-MB-3,18,,3,Mercredi,,AMN,
23480,Le cours doit avoir un professeur,MB,TD_tu_s18_15h45,TD-AMN-MB-3,18,,3,Mardi,,AMN,
23481,Le cours doit avoir un professeur,MB,TD_th_s18_8h,TD-AMN-MB-3,18,,3,Jeudi,,AMN,
23484,Le cours doit avoir un professeur,MB,TD_tu_s18_9h30,TD-AMN-MB-3,18,,3,Mardi,,AMN,
27834,Pas de professeur disponible,PSE,CM_tu_s18_8h,,18,,,Mardi,,,
27844,Pas de professeur disponible,PSE,DS_w_s18_8h,,18,,,Mercredi,,,
27895,Pas de professeur disponible,PSE,TD_tu_s18_15h45,,18,,,Mardi,,,
27898,Pas de professeur disponible,PSE,TD_w_s18_9h30,,18,,,Mercredi,,,
29450,Pas de professeur disponible,MB,DS_tu_s18_8h,,18,,,Mardi,,,
29457,Pas de professeur disponible,MB,DS_tu_s18_15h45,,18,,,Mardi,,,
29464,Pas de professeur disponible,MB,TD_tu_s18_17h15,,18,,,Mardi,,,
29465,Pas de professeur disponible,MB,TD_m_s18_17h15,,18,,,Lundi,,,
29474,Pas de professeur disponible,MB,DS_tu_s18_17h15,,18,,,Mardi,,,
29488,Pas de professeur disponible,MB,TD_th_s18_15h45,,18,,,Jeudi,,,
29489,Pas de professeur disponible,MB,DS_th_s18_8h,,18,,,Jeudi,,,
29490,Pas de professeur disponible,MB,DS_m_s18_14h15,,18,,,Lundi,,,
29498,Pas de professeur disponible,MB,CM_w_s18_9h30,,18,,,Mercredi,,,
29499,Pas de professeur disponible,MB,CM_tu_s18_9h30,,18,,,Mardi,,,
29507,Pas de professeur disponible,MB,DS_th_s18_9h30,,18,,,Jeudi,,,
29511,Pas de professeur disponible,MB,TD_w_s18_11h,,18,,,Mercredi,,,
29514,Pas de professeur disponible,MB,CM_tu_s18_14h15,,18,,,Mardi,,,
29515,Pas de professeur disponible,MB,TD_tu_s18_11h,,18,,,Mardi,,,
29518,Pas de professeur disponible,MB,TD_th_s18_14h15,,18,,,Jeudi,,,
29524,Pas de professeur disponible,MB,TD_m_s18_9h30,,18,,,Lundi,,,
29526,Pas de professeur disponible,MB,CM_th_s18_15h45,,18,,,Jeudi,,,
29528,Pas de professeur disponible,MB,CM_tu_s18_17h15,,18,,,Mardi,,,
29529,Pas de professeur disponible,MB,TD_th_s18_8h,,18,,,Jeudi,,,
29531,Pas de professeur disponible,MB,TD_tu_s18_9h30,,18,,,Mardi,,,
29532,Pas de professeur disponible,MB,TP_th_s18_14h15,,18,,,Jeudi,,,
6841,Pas plus d'un cours par créneau,,DS_th_s18_15h45,,18,,3B,Jeudi,,,
7272,Pas plus d'un cours par créneau,,TD_w_s18_8h,,18,,3A,Mercredi,,,
7432,Pas plus d'un cours par créneau,,TP_w_s18_14h15,,18,,3A,Mercredi,,,
7597,Le cours doit être placé,PSE,,CM-AMN-PSE-CE,,,CE,,,AMN,
7604,Le cours doit être placé,MB,,TD-AMN-MB-3,,,3,,,AMN,
7605,Le cours doit être placé,MB,,TD-AMN-MB-3,,,3,,,AMN,
